,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
41187,1654777536,24.52,53.38,1151,409,12883,19441,938.774,1.9,1.97,13.05,2.035,0.046,16193,1
41189,1654777538,24.51,53.44,1174,402,12886,19437,938.782,1.86,1.93,12.79,1.995,0.045,16195,1
41191,1654777540,24.48,53.55,1203,422,12873,19434,938.788,1.83,1.9,12.6,1.965,0.044,16197,1
41193,1654777542,24.47,53.66,1186,413,12875,19429,938.773,1.76,1.83,12.14,1.893,0.043,16199,1
41195,1654777544,25.62,53.75,1088,400,12895,19454,938.784,1.73,1.8,11.94,1.861,0.042,16201,1
41197,1654777546,26.2,52.05,1113,400,12888,19452,938.784,1.78,1.85,12.25,1.91,0.043,16203,1
41199,1654777548,26.41,50.54,1126,400,12890,19447,938.792,1.84,1.91,12.64,1.971,0.045,16205,1
41201,1654777550,26.56,49.55,1103,400,12884,19449,938.795,1.91,1.99,13.17,2.053,0.046,16207,1
41203,1654777552,26.64,48.91,1076,400,12885,19452,938.796,1.96,2.04,13.5,2.106,0.048,16209,1
41205,1654777554,26.72,48.51,1117,400,12888,19448,938.791,2.11,2.19,14.52,2.264,0.051,16211,1
41207,1654777556,26.81,48.22,1069,400,12889,19457,938.786,2.18,2.26,14.98,2.336,0.053,16213,1
41209,1654777558,26.84,48.01,1111,413,12884,19453,938.788,2.21,2.29,15.18,2.368,0.053,16215,1
41211,1654777560,26.9,47.8,1107,400,12882,19453,938.774,2.27,2.36,15.61,2.434,0.055,16217,1
41213,1654777562,26.94,47.69,1109,405,12880,19451,938.773,2.24,2.33,15.42,2.405,0.054,16219,1
41215,1654777564,27.01,47.53,1149,414,12880,19453,938.762,2.22,2.3,15.26,2.38,0.054,16221,1
41217,1654777566,27.02,47.43,1097,402,12882,19452,938.769,2.19,2.28,15.1,2.354,0.053,16223,1
41219,1654777568,27.06,47.39,1141,422,12881,19448,938.761,2.1,2.18,14.45,2.253,0.051,16225,1
41221,1654777570,27.11,47.26,1109,400,12887,19450,938.764,1.99,2.07,13.71,2.137,0.048,16227,1
41223,1654777572,27.12,47.2,1115,400,12883,19447,938.766,1.89,1.96,12.99,2.025,0.046,16229,1
41225,1654777574,25.96,47.18,1186,429,12871,19431,938.77,1.75,1.82,12.03,1.876,0.042,16231,1
41227,1654777576,25.37,48.76,1241,436,12868,19417,938.767,1.66,1.73,11.45,1.786,0.04,16233,1
41229,1654777578,25.17,50.17,1166,414,12877,19438,938.762,1.67,1.74,11.53,1.797,0.041,16235,1
41231,1654777580,25.03,51.11,1157,415,12881,19441,938.773,1.65,1.72,11.38,1.774,0.04,16237,1
41233,1654777582,24.9,51.77,1124,408,12877,19442,938.771,1.57,1.63,10.81,1.686,0.038,16239,1
41235,1654777584,24.83,52.25,1174,415,12878,19442,938.752,1.54,1.6,10.62,1.656,0.037,16241,1
41237,1654777586,24.75,52.55,1132,404,12882,19450,938.759,1.52,1.58,10.49,1.635,0.037,16243,1
41239,1654777588,24.69,52.8,1145,404,12877,19445,938.762,1.54,1.6,10.57,1.648,0.037,16245,1
41241,1654777590,24.65,53.03,1117,410,12880,19441,938.771,1.52,1.57,10.43,1.626,0.037,16247,1
41243,1654777592,24.61,53.13,1157,410,12880,19444,938.781,1.52,1.58,10.47,1.632,0.037,16249,1
41245,1654777594,24.57,53.25,1157,408,12881,19439,938.773,1.54,1.6,10.6,1.652,0.037,16251,1
41247,1654777596,24.54,53.41,1176,408,12878,19434,938.769,1.61,1.67,11.1,1.73,0.039,16253,1
41249,1654777598,24.51,53.52,1176,408,12882,19443,938.758,1.63,1.69,11.2,1.746,0.039,16255,1
41251,1654777600,24.48,53.58,1107,400,12885,19456,938.748,1.58,1.64,10.86,1.694,0.038,16257,1
41253,1654777602,24.44,53.69,1128,400,12883,19442,938.748,1.57,1.63,10.82,1.687,0.038,16259,1
41255,1654777604,25.64,53.78,1057,400,12902,19458,938.753,1.67,1.73,11.49,1.792,0.04,16261,1
41257,1654777606,26.19,52.11,1061,400,12899,19469,938.759,1.71,1.78,11.79,1.838,0.042,16263,1
41259,1654777608,26.39,50.59,1140,400,12893,19451,938.755,1.69,1.75,11.61,1.81,0.041,16265,1
41261,1654777610,26.51,49.61,1115,400,12888,19440,938.753,1.76,1.83,12.1,1.886,0.043,16267,1
41263,1654777612,26.61,49.0,1113,400,12888,19445,938.766,1.79,1.86,12.3,1.918,0.043,16269,1
41265,1654777614,26.69,48.59,1130,405,12882,19444,938.762,1.8,1.87,12.41,1.935,0.044,16271,1
41267,1654777616,26.78,48.27,1130,400,12884,19455,938.754,1.84,1.91,12.67,1.975,0.045,16273,1
41269,1654777618,26.85,48.02,1122,400,12887,19456,938.75,1.91,1.99,13.17,2.054,0.046,16275,1
41271,1654777620,26.91,47.9,1117,401,12885,19438,938.761,1.93,2.01,13.31,2.076,0.047,16277,1
41273,1654777622,26.96,47.76,1172,413,12884,19449,938.772,1.87,1.94,12.85,2.004,0.045,16279,1
41275,1654777624,26.99,47.6,1155,410,12880,19440,938.771,1.81,1.88,12.43,1.938,0.044,16281,1
41277,1654777626,27.04,47.52,1168,412,12874,19434,938.79,1.8,1.87,12.39,1.932,0.044,16283,1
41279,1654777628,27.08,47.39,1147,405,12879,19438,938.785,1.8,1.87,12.4,1.934,0.044,16285,1
41281,1654777630,27.08,47.32,1138,404,12879,19438,938.787,1.76,1.83,12.09,1.886,0.043,16287,1
41283,1654777632,27.12,47.27,1141,404,12879,19445,938.784,1.71,1.77,11.76,1.833,0.041,16289,1
41285,1654777634,25.96,47.2,1216,431,12866,19425,938.784,1.66,1.72,11.42,1.78,0.04,16291,1
41287,1654777636,25.37,48.82,1193,429,12875,19426,938.779,1.63,1.7,11.23,1.751,0.04,16293,1
41289,1654777638,25.16,50.2,1218,426,12874,19432,938.762,1.68,1.74,11.54,1.8,0.041,16295,1
41291,1654777640,24.99,51.16,1151,404,12876,19445,938.758,1.75,1.82,12.06,1.881,0.042,16297,1
41293,1654777642,24.9,51.77,1161,424,12871,19443,938.771,1.75,1.82,12.06,1.88,0.042,16299,1
41295,1654777644,24.82,52.25,1159,419,12881,19446,938.761,1.77,1.84,12.16,1.897,0.043,16301,1
41297,1654777646,24.76,52.56,1176,426,12878,19438,938.747,1.71,1.78,11.78,1.837,0.041,16303,1
41299,1654777648,24.71,52.79,1151,427,12875,19443,938.746,1.63,1.7,11.25,1.754,0.04,16305,1
41301,1654777650,24.66,52.99,1134,410,12879,19452,938.767,1.57,1.63,10.82,1.688,0.038,16307,1
41303,1654777652,24.61,53.18,1147,412,12878,19439,938.761,1.52,1.58,10.47,1.633,0.037,16309,1
41305,1654777654,24.57,53.25,1157,415,12881,19436,938.75,1.5,1.56,10.33,1.611,0.036,16311,1
41307,1654777656,24.55,53.36,1149,404,12883,19450,938.76,1.48,1.54,10.22,1.593,0.036,16313,1
41309,1654777658,24.52,53.47,1128,404,12884,19449,938.758,1.49,1.55,10.25,1.598,0.036,16315,1
41311,1654777660,24.48,53.57,1130,406,12882,19447,938.752,1.53,1.59,10.56,1.646,0.037,16317,1
41313,1654777662,24.47,53.64,1111,400,12884,19440,938.744,1.61,1.68,11.1,1.732,0.039,16319,1
41315,1654777664,25.68,53.71,1071,400,12897,19462,938.748,1.74,1.81,12.0,1.871,0.042,16321,1
41317,1654777666,26.22,52.05,1042,400,12900,19467,938.743,1.89,1.96,13.0,2.026,0.046,16323,1
41319,1654777668,26.43,50.55,1157,400,12885,19446,938.749,1.99,2.07,13.69,2.134,0.048,16325,1
41321,1654777670,26.57,49.53,1143,400,12891,19455,938.741,2.1,2.18,14.45,2.253,0.051,16327,1
41323,1654777672,26.68,48.89,1140,400,12885,19449,938.744,2.07,2.15,14.25,2.221,0.05,16329,1
41325,1654777674,26.75,48.46,1147,400,12884,19439,938.746,2.04,2.12,14.02,2.186,0.049,16331,1
41327,1654777676,26.83,48.2,1145,403,12889,19443,938.739,2.02,2.1,13.92,2.171,0.049,16333,1
41329,1654777678,26.88,47.97,1143,400,12893,19442,938.732,2.0,2.08,13.76,2.146,0.048,16335,1
41331,1654777680,26.95,47.8,1149,400,12881,19443,938.735,1.93,2.01,13.3,2.074,0.047,16337,1
41333,1654777682,26.98,47.64,1124,400,12884,19449,938.759,2.0,2.08,13.78,2.149,0.049,16339,1
41335,1654777684,27.04,47.52,1161,400,12885,19438,938.751,2.1,2.18,14.42,2.249,0.051,16341,1
41337,1654777686,27.02,47.43,1170,400,12883,19438,938.753,2.09,2.17,14.37,2.24,0.051,16343,1
41339,1654777688,27.08,47.32,1143,400,12889,19443,938.743,2.0,2.08,13.77,2.148,0.049,16345,1
41341,1654777690,27.12,47.24,1153,400,12886,19445,938.76,1.87,1.94,12.85,2.004,0.045,16347,1
41343,1654777692,27.15,47.18,1141,401,12890,19437,938.758,1.79,1.86,12.3,1.918,0.043,16349,1
41345,1654777694,25.99,47.12,1228,436,12870,19423,938.76,1.74,1.81,12.0,1.872,0.042,16351,1
41347,1654777696,25.38,48.75,1210,411,12878,19426,938.76,1.7,1.76,11.68,1.822,0.041,16353,1
41349,1654777698,25.16,50.15,1170,411,12879,19438,938.747,1.66,1.72,11.4,1.778,0.04,16355,1
41351,1654777700,25.05,51.1,1176,406,12878,19434,938.75,1.66,1.73,11.45,1.785,0.04,16357,1
41353,1654777702,24.92,51.75,1205,422,12875,19433,938.747,1.66,1.73,11.44,1.783,0.04,16359,1
41355,1654777704,24.85,52.23,1187,412,12883,19439,938.766,1.66,1.72,11.42,1.781,0.04,16361,1
41357,1654777706,24.76,52.54,1189,422,12877,19434,938.767,1.69,1.76,11.63,1.813,0.041,16363,1
41359,1654777708,24.73,52.77,1231,419,12878,19426,938.776,1.67,1.74,11.51,1.795,0.041,16365,1
41361,1654777710,24.69,52.97,1203,420,12881,19426,938.761,1.72,1.78,11.81,1.841,0.042,16367,1
41363,1654777712,24.62,53.13,1178,404,12882,19432,938.755,1.73,1.79,11.89,1.854,0.042,16369,1
41365,1654777714,24.58,53.29,1168,408,12882,19438,938.753,1.72,1.78,11.81,1.841,0.042,16371,1
41367,1654777716,24.55,53.38,1161,402,12887,19442,938.758,1.7,1.77,11.69,1.824,0.041,16373,1
41369,1654777718,24.49,53.49,1172,408,12883,19435,938.748,1.69,1.76,11.66,1.818,0.041,16375,1
41371,1654777720,24.48,53.61,1208,413,12885,19436,938.754,1.69,1.76,11.63,1.813,0.041,16377,1
41373,1654777722,24.47,53.7,1141,400,12890,19442,938.743,1.74,1.81,12.0,1.872,0.042,16379,1
41375,1654777724,25.65,53.76,1115,400,12898,19452,938.748,1.79,1.86,12.32,1.922,0.043,16381,1
41377,1654777726,26.19,52.06,1088,400,12897,19454,938.755,1.83,1.9,12.61,1.966,0.044,16383,1
41379,1654777728,26.4,50.57,1101,400,12896,19462,938.747,1.91,1.98,13.11,2.045,0.046,16385,1
41381,1654777730,26.53,49.59,1111,400,12889,19456,938.735,2.05,2.13,14.08,2.196,0.05,16387,1
41383,1654777732,26.65,48.99,1120,400,12893,19448,938.733,2.11,2.19,14.51,2.262,0.051,16389,1
41385,1654777734,26.71,48.53,1180,400,12882,19438,938.731,2.15,2.24,14.81,2.309,0.052,16391,1
41387,1654777736,26.81,48.26,1141,400,12890,19439,938.753,2.11,2.2,14.56,2.27,0.051,16393,1
41389,1654777738,26.87,48.02,1157,400,12893,19440,938.748,2.04,2.12,14.01,2.185,0.049,16395,1
41391,1654777740,26.91,47.87,1130,400,12893,19447,938.747,2.04,2.11,14.01,2.185,0.049,16397,1
41393,1654777742,26.94,47.68,1096,400,12885,19442,938.753,2.11,2.19,14.53,2.266,0.051,16399,1
41395,1654777744,26.98,47.59,1130,407,12886,19445,938.744,2.19,2.28,15.1,2.355,0.053,16401,1
41397,1654777746,27.06,47.44,1124,400,12891,19454,938.743,2.24,2.33,15.45,2.409,0.054,16403,1
41399,1654777748,27.05,47.36,1118,400,12889,19455,938.746,2.23,2.32,15.35,2.393,0.054,16405,1
41401,1654777750,27.08,47.29,1126,406,12887,19449,938.75,2.19,2.28,15.08,2.352,0.053,16407,1
41403,1654777752,27.11,47.21,1141,403,12887,19449,938.76,2.09,2.17,14.41,2.246,0.051,16409,1
41405,1654777754,25.96,47.2,1184,424,12872,19429,938.757,2.03,2.11,13.96,2.177,0.049,16411,1
41407,1654777756,25.37,48.78,1166,424,12873,19438,938.758,2.01,2.09,13.83,2.156,0.049,16413,1
41409,1654777758,25.16,50.19,1120,413,12879,19448,938.747,2.01,2.09,13.85,2.16,0.049,16415,1
41411,1654777760,25.02,51.15,1149,410,12879,19439,938.757,1.98,2.06,13.63,2.125,0.048,16417,1
41413,1654777762,24.92,51.8,1168,408,12881,19439,938.758,1.93,2.01,13.32,2.077,0.047,16419,1
41415,1654777764,24.83,52.24,1138,412,12885,19442,938.739,1.89,1.96,13.01,2.028,0.046,16421,1
41417,1654777766,24.75,52.59,1172,410,12885,19443,938.74,1.79,1.86,12.33,1.923,0.043,16423,1
41419,1654777768,24.72,52.77,1109,408,12885,19453,938.763,1.72,1.78,11.81,1.842,0.042,16425,1
41421,1654777770,24.64,53.01,1153,401,12884,19439,938.748,1.69,1.75,11.62,1.811,0.041,16427,1
41423,1654777772,24.61,53.13,1132,406,12888,19444,938.741,1.6,1.66,10.98,1.713,0.039,16429,1
41425,1654777774,24.58,53.27,1176,415,12881,19440,938.741,1.49,1.54,10.23,1.595,0.036,16431,1
41427,1654777776,24.52,53.38,1113,408,12883,19447,938.739,1.44,1.5,9.94,1.55,0.035,16433,1
41429,1654777778,24.49,53.45,1186,415,12882,19434,938.742,1.43,1.49,9.84,1.535,0.035,16435,1
41431,1654777780,24.49,53.55,1145,401,12887,19445,938.738,1.48,1.54,10.21,1.592,0.036,16437,1
41433,1654777782,24.47,53.65,1164,406,12881,19435,938.744,1.54,1.6,10.6,1.653,0.037,16439,1
41435,1654777784,25.67,53.74,1099,400,12895,19451,938.755,1.66,1.72,11.43,1.782,0.04,16441,1
41437,1654777786,26.22,52.02,1107,400,12898,19456,938.738,1.76,1.82,12.09,1.885,0.043,16443,1
41439,1654777788,26.4,50.49,1134,400,12889,19443,938.738,1.78,1.85,12.28,1.914,0.043,16445,1
41441,1654777790,26.54,49.56,1105,400,12891,19453,938.748,1.78,1.85,12.27,1.913,0.043,16447,1
41443,1654777792,26.64,48.95,1096,400,12896,19465,938.763,1.75,1.82,12.04,1.878,0.042,16449,1
41445,1654777794,26.74,48.53,1126,400,12893,19454,938.77,1.65,1.71,11.34,1.769,0.04,16451,1
41447,1654777796,26.8,48.23,1063,400,12895,19456,938.757,1.65,1.71,11.33,1.766,0.04,16453,1
41449,1654777798,26.85,48.06,1094,400,12892,19463,938.761,1.7,1.76,11.69,1.823,0.041,16455,1
41451,1654777800,26.9,47.85,1080,400,12886,19456,938.757,1.76,1.83,12.1,1.887,0.043,16457,1
41453,1654777802,26.96,47.73,1105,400,12889,19454,938.766,1.76,1.83,12.12,1.89,0.043,16459,1
41455,1654777804,27.01,47.58,1118,407,12891,19447,938.769,1.77,1.84,12.17,1.898,0.043,16461,1
41457,1654777806,27.04,47.49,1130,402,12881,19440,938.747,1.77,1.84,12.18,1.9,0.043,16463,1
41459,1654777808,27.11,47.35,1105,400,12887,19452,938.746,1.73,1.8,11.9,1.856,0.042,16465,1
41461,1654777810,27.09,47.26,1117,400,12891,19450,938.757,1.68,1.75,11.57,1.804,0.041,16467,1
41463,1654777812,27.14,47.2,1117,404,12886,19450,938.759,1.69,1.76,11.65,1.817,0.041,16469,1
41465,1654777814,25.96,47.17,1212,417,12874,19434,938.76,1.69,1.76,11.64,1.815,0.041,16471,1
41467,1654777816,25.38,48.76,1180,426,12872,19430,938.76,1.67,1.74,11.5,1.794,0.041,16473,1
41469,1654777818,25.14,50.2,1164,409,12881,19436,938.759,1.69,1.75,11.61,1.811,0.041,16475,1
41471,1654777820,25.03,51.19,1153,406,12882,19439,938.735,1.83,1.9,12.61,1.966,0.044,16477,1
41473,1654777822,24.92,51.8,1155,415,12880,19438,938.734,1.9,1.98,13.11,2.044,0.046,16479,1
41475,1654777824,24.85,52.27,1170,420,12884,19441,938.743,1.92,1.99,13.21,2.059,0.047,16481,1
41477,1654777826,24.76,52.55,1143,404,12882,19438,938.758,1.86,1.93,12.77,1.992,0.045,16483,1
41479,1654777828,24.72,52.75,1153,402,12887,19438,938.767,1.81,1.88,12.47,1.945,0.044,16485,1
41481,1654777830,24.65,53.0,1166,408,12885,19438,938.762,1.86,1.93,12.8,1.997,0.045,16487,1
41483,1654777832,24.61,53.1,1164,415,12882,19437,938.761,1.88,1.95,12.93,2.016,0.046,16489,1
41485,1654777834,24.59,53.27,1168,401,12882,19444,938.765,1.82,1.89,12.55,1.956,0.044,16491,1
41487,1654777836,24.55,53.39,1182,408,12881,19433,938.761,1.79,1.86,12.33,1.923,0.043,16493,1
41489,1654777838,24.51,53.49,1151,406,12885,19444,938.753,1.84,1.91,12.63,1.97,0.044,16495,1
41491,1654777840,24.48,53.6,1187,410,12882,19435,938.751,1.85,1.93,12.76,1.989,0.045,16497,1
41493,1654777842,24.45,53.68,1186,405,12883,19436,938.755,1.79,1.86,12.34,1.925,0.043,16499,1
41495,1654777844,25.68,53.73,1118,400,12899,19453,938.738,1.79,1.86,12.29,1.917,0.043,16501,1
41497,1654777846,26.22,52.07,1113,400,12899,19459,938.749,1.77,1.83,12.15,1.895,0.043,16503,1
41499,1654777848,26.41,50.5,1126,400,12893,19442,938.744,1.7,1.77,11.73,1.83,0.041,16505,1
41501,1654777850,26.56,49.56,1168,400,12897,19444,938.749,1.65,1.71,11.33,1.766,0.04,16507,1
41503,1654777852,26.64,48.94,1118,400,12896,19450,938.759,1.6,1.66,10.98,1.713,0.039,16509,1
41505,1654777854,26.72,48.55,1109,400,12891,19446,938.754,1.54,1.6,10.62,1.656,0.037,16511,1
41507,1654777856,26.81,48.22,1186,405,12886,19436,938.76,1.52,1.58,10.46,1.631,0.037,16513,1
41509,1654777858,26.87,48.01,1157,400,12897,19446,938.76,1.55,1.61,10.69,1.667,0.038,16515,1
41511,1654777860,26.88,47.88,1186,402,12890,19434,938.769,1.61,1.67,11.08,1.728,0.039,16517,1
41513,1654777862,26.92,47.72,1149,401,12883,19438,938.765,1.68,1.75,11.56,1.803,0.041,16519,1
41515,1654777864,26.99,47.62,1122,400,12891,19445,938.775,1.69,1.76,11.63,1.814,0.041,16521,1
41517,1654777866,27.04,47.49,1136,400,12893,19451,938.762,1.65,1.71,11.34,1.769,0.04,16523,1
41519,1654777868,27.08,47.37,1113,400,12893,19456,938.76,1.63,1.69,11.19,1.746,0.039,16525,1
41521,1654777870,27.11,47.32,1109,400,12889,19448,938.766,1.59,1.66,10.97,1.711,0.039,16527,1
41523,1654777872,27.14,47.29,1111,400,12893,19452,938.768,1.64,1.7,11.26,1.755,0.04,16529,1
41525,1654777874,25.96,47.2,1195,426,12876,19426,938.757,1.71,1.77,11.74,1.83,0.041,16531,1
41527,1654777876,25.37,48.89,1191,417,12876,19433,938.741,1.78,1.85,12.25,1.91,0.043,16533,1
41529,1654777878,25.16,50.25,1193,419,12879,19435,938.759,1.78,1.85,12.23,1.908,0.043,16535,1
41531,1654777880,25.02,51.19,1141,406,12889,19436,938.754,1.79,1.86,12.33,1.923,0.043,16537,1
41533,1654777882,24.93,51.86,1153,404,12886,19442,938.763,1.87,1.94,12.88,2.009,0.045,16539,1
41535,1654777884,24.85,52.28,1117,408,12888,19446,938.751,1.87,1.94,12.84,2.003,0.045,16541,1
41537,1654777886,24.76,52.59,1174,403,12888,19438,938.753,1.9,1.98,13.09,2.041,0.046,16543,1
41539,1654777888,24.73,52.79,1155,403,12891,19447,938.768,1.87,1.95,12.9,2.011,0.045,16545,1
41541,1654777890,24.66,53.03,1159,400,12889,19440,938.778,1.8,1.88,12.42,1.937,0.044,16547,1
41543,1654777892,24.61,53.13,1151,400,12888,19437,938.769,1.77,1.84,12.16,1.896,0.043,16549,1
41545,1654777894,24.58,53.32,1141,400,12889,19449,938.767,1.71,1.78,11.79,1.838,0.042,16551,1
41547,1654777896,24.54,53.43,1157,406,12898,19450,938.763,1.65,1.72,11.36,1.772,0.04,16553,1
41549,1654777898,24.51,53.52,1120,400,12890,19454,938.75,1.6,1.66,10.98,1.713,0.039,16555,1
41551,1654777900,24.47,53.61,1136,401,12886,19441,938.754,1.53,1.59,10.56,1.647,0.037,16557,1
41553,1654777902,24.44,53.72,1157,404,12895,19442,938.768,1.58,1.64,10.87,1.695,0.038,16559,1
41555,1654777904,25.64,53.82,1090,400,12899,19455,938.771,1.6,1.67,11.04,1.721,0.039,16561,1
41557,1654777906,26.19,52.14,1109,400,12896,19456,938.78,1.62,1.68,11.15,1.738,0.039,16563,1
41559,1654777908,26.41,50.61,1136,400,12891,19455,938.774,1.6,1.66,10.98,1.712,0.039,16565,1
41561,1654777910,26.51,49.6,1096,400,12894,19461,938.776,1.62,1.68,11.13,1.736,0.039,16567,1
41563,1654777912,26.64,48.98,1088,400,12896,19459,938.776,1.61,1.67,11.07,1.727,0.039,16569,1
41565,1654777914,26.71,48.58,1122,404,12888,19444,938.773,1.57,1.64,10.84,1.69,0.038,16571,1
41567,1654777916,26.8,48.27,1118,400,12889,19446,938.782,1.63,1.69,11.22,1.749,0.04,16573,1
41569,1654777918,26.85,48.03,1113,401,12896,19459,938.768,1.64,1.71,11.31,1.764,0.04,16575,1
41571,1654777920,26.91,47.89,1130,404,12885,19449,938.763,1.65,1.72,11.38,1.775,0.04,16577,1
41573,1654777922,26.94,47.73,1099,400,12890,19450,938.759,1.65,1.72,11.36,1.772,0.04,16579,1
41575,1654777924,26.99,47.61,1086,400,12893,19456,938.767,1.63,1.69,11.2,1.746,0.039,16581,1
41577,1654777926,27.02,47.51,1080,400,12893,19462,938.766,1.63,1.69,11.21,1.749,0.039,16583,1
41579,1654777928,27.09,47.38,1050,400,12893,19465,938.771,1.65,1.71,11.35,1.77,0.04,16585,1
41581,1654777930,27.06,47.26,1097,406,12894,19468,938.774,1.7,1.77,11.69,1.823,0.041,16587,1
41583,1654777932,27.14,47.25,1097,401,12886,19454,938.759,1.79,1.86,12.31,1.919,0.043,16589,1
41585,1654777934,25.98,47.18,1141,424,12878,19439,938.746,1.82,1.89,12.52,1.952,0.044,16591,1
41587,1654777936,25.38,48.8,1124,422,12878,19439,938.753,1.84,1.91,12.64,1.971,0.045,16593,1
41589,1654777938,25.17,50.23,1147,421,12879,19439,938.753,1.89,1.96,13.01,2.028,0.046,16595,1
41591,1654777940,25.05,51.19,1118,412,12886,19445,938.736,1.86,1.93,12.8,1.995,0.045,16597,1
41593,1654777942,24.92,51.81,1164,404,12885,19447,938.741,1.8,1.87,12.36,1.928,0.044,16599,1
41595,1654777944,24.82,52.27,1122,408,12887,19452,938.743,1.76,1.83,12.13,1.891,0.043,16601,1
41597,1654777946,24.76,52.63,1122,400,12888,19449,938.763,1.64,1.71,11.32,1.765,0.04,16603,1
41599,1654777948,24.73,52.84,1147,415,12887,19442,938.775,1.53,1.59,10.55,1.646,0.037,16605,1
41601,1654777950,24.65,52.99,1180,412,12882,19440,938.777,1.59,1.65,10.92,1.703,0.038,16607,1
41603,1654777952,24.62,53.19,1182,420,12878,19426,938.77,1.66,1.72,11.42,1.781,0.04,16609,1
41605,1654777954,24.59,53.29,1157,400,12883,19438,938.759,1.74,1.81,11.96,1.865,0.042,16611,1
41607,1654777956,24.55,53.4,1174,402,12884,19438,938.759,1.81,1.88,12.45,1.941,0.044,16613,1
41609,1654777958,24.51,53.51,1197,410,12888,19439,938.776,1.77,1.84,12.18,1.9,0.043,16615,1
41611,1654777960,24.51,53.56,1203,406,12886,19431,938.774,1.72,1.79,11.84,1.846,0.042,16617,1
41613,1654777962,24.45,53.67,1208,418,12875,19424,938.773,1.72,1.79,11.85,1.847,0.042,16619,1
41615,1654777964,25.68,53.76,1097,400,12901,19454,938.784,1.73,1.8,11.92,1.858,0.042,16621,1
41617,1654777966,26.2,52.06,1122,400,12896,19445,938.774,1.73,1.8,11.92,1.859,0.042,16623,1
41619,1654777968,26.41,50.59,1159,400,12896,19442,938.758,1.72,1.78,11.81,1.841,0.042,16625,1
41621,1654777970,26.56,49.55,1163,400,12895,19441,938.761,1.63,1.7,11.24,1.752,0.04,16627,1
41623,1654777972,26.64,49.0,1157,404,12890,19435,938.744,1.64,1.71,11.3,1.762,0.04,16629,1
41625,1654777974,26.74,48.53,1161,400,12892,19438,938.738,1.72,1.79,11.86,1.85,0.042,16631,1
41627,1654777976,26.8,48.25,1153,404,12889,19436,938.729,1.79,1.86,12.35,1.925,0.043,16633,1
41629,1654777978,26.87,48.01,1187,403,12888,19436,938.745,1.87,1.94,12.87,2.007,0.045,16635,1
41631,1654777980,26.94,47.87,1222,408,12886,19428,938.765,1.96,2.03,13.47,2.1,0.047,16637,1
41633,1654777982,26.98,47.72,1189,404,12890,19438,938.767,2.05,2.13,14.09,2.197,0.05,16639,1
41635,1654777984,27.01,47.6,1176,401,12885,19433,938.775,2.07,2.15,14.24,2.221,0.05,16641,1
41637,1654777986,27.02,47.48,1186,404,12889,19438,938.754,2.07,2.15,14.26,2.224,0.05,16643,1
41639,1654777988,27.08,47.39,1189,404,12888,19431,938.748,2.08,2.16,14.34,2.236,0.05,16645,1
41641,1654777990,27.09,47.31,1201,400,12885,19437,938.753,2.15,2.23,14.76,2.302,0.052,16647,1
41643,1654777992,27.12,47.25,1153,400,12887,19434,938.761,2.18,2.27,15.03,2.344,0.053,16649,1
41645,1654777994,25.98,47.21,1287,440,12871,19412,938.759,2.23,2.31,15.33,2.391,0.054,16651,1
41647,1654777996,25.38,48.82,1230,429,12876,19421,938.766,2.28,2.37,15.68,2.446,0.055,16653,1
41649,1654777998,25.14,50.24,1247,426,12874,19418,938.774,2.26,2.35,15.59,2.431,0.055,16655,1
41651,1654778000,25.02,51.18,1201,419,12875,19436,938.772,2.23,2.31,15.33,2.39,0.054,16657,1
41653,1654778002,24.93,51.8,1191,404,12888,19441,938.765,2.1,2.18,14.46,2.254,0.051,16659,1
41655,1654778004,24.83,52.27,1178,401,12888,19433,938.758,1.89,1.96,13.02,2.03,0.046,16661,1
